,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,100,17,75,8,0.20999999999999996,210.0,921.0
1,random,100,14,84,2,0.15,30.0,903.0
2,hi_lo,100,14,81,5,0.16500000000000004,330.0,933.0
3,ko,100,13,81,6,0.15999999999999998,320.0,932.0
4,zen,100,15,79,6,0.18,360.0,936.0
5,ten,100,16,81,3,0.17500000000000002,350.0,935.0
6,halves,100,15,75,10,0.19999999999999998,400.0,940.0
7,uston,100,11,85,4,0.12999999999999998,70.0,907.0
