,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,657,269,74,0.694,8955.0,1795.5
1,random,1000,495,360,145,0.5674999999999999,5410.0,1441.0
2,hi_lo,1000,600,326,74,0.6370000000000002,6740.0,1574.0
3,ko,1000,581,328,91,0.6265000000000001,6435.0,1543.5
4,zen,1000,581,342,77,0.6194999999999999,6290.0,1529.0
5,ten,1000,549,359,92,0.595,5645.0,1464.5
6,halves,1000,563,351,86,0.6059999999999999,5935.0,1493.5
7,uston,1000,419,389,192,0.5150000000000001,4265.0,1326.5
