,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,664,285,51,0.6895,9045.0,1804.5
1,random,1000,465,382,153,0.5415,4865.0,1386.5
2,hi_lo,1000,597,323,80,0.6370000000000001,6725.0,1572.5
3,ko,1000,581,342,77,0.6195,6295.0,1529.5
4,zen,1000,591,327,82,0.6319999999999999,6595.0,1559.5
5,ten,1000,612,324,64,0.644,6940.0,1594.0
6,halves,1000,581,338,81,0.6215,6335.0,1533.5
7,uston,1000,420,368,212,0.526,4035.0,1303.5
