,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,100,21,69,10,0.25999999999999995,420.0,942.0
1,random,100,12,85,3,0.135,10.0,901.0
2,hi_lo,100,10,83,7,0.13499999999999998,270.0,927.0
3,ko,100,16,78,6,0.19,380.0,938.0
4,zen,100,20,73,7,0.23500000000000001,470.0,947.0
5,ten,100,14,83,3,0.15499999999999997,310.0,931.0
6,halves,100,10,87,3,0.11499999999999999,230.0,923.0
7,uston,100,17,77,6,0.2,280.0,928.0
