,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,591,290,119,0.6505,6985.0,1598.5
1,random,1000,453,405,142,0.524,4165.0,1316.5
2,hi_lo,1000,614,324,62,0.645,6970.0,1597.0
3,ko,1000,577,344,79,0.6164999999999999,6215.0,1521.5
4,zen,1000,586,344,70,0.6209999999999999,6395.0,1539.5
5,ten,1000,567,342,91,0.6125,6085.0,1508.5
6,halves,1000,586,343,71,0.6214999999999999,6360.0,1536.0
7,uston,1000,397,418,185,0.48949999999999994,3560.0,1256.0
