,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,507,376,117,0.5655,26755.0,1585.0
1,random,1000,454,422,124,0.516,27040.0,1285.0
2,hi_lo,1000,520,414,66,0.553,27295.0,1255.0
3,ko,1000,540,381,79,0.5795,27680.0,1385.0
4,zen,1000,517,408,75,0.5544999999999999,27895.0,1215.0
5,ten,1000,487,421,92,0.5330000000000001,28295.0,1400.0
6,halves,1000,493,427,80,0.533,28555.0,1260.0
7,uston,1000,404,431,165,0.48650000000000004,28795.0,1240.0
