,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,657,276,67,0.6905000000000001,9110.0,1811.0
1,random,1000,457,405,138,0.5259999999999999,4225.0,1322.5
2,hi_lo,1000,631,288,81,0.6715,7585.0,1658.5
3,ko,1000,587,324,89,0.6315000000000001,6565.0,1556.5
4,zen,1000,585,345,70,0.62,6325.0,1532.5
5,ten,1000,588,357,55,0.6155,6250.0,1525.0
6,halves,1000,599,297,104,0.651,7015.0,1601.5
7,uston,1000,419,377,204,0.521,3860.0,1286.0
