,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,100,24,64,12,0.3,390.0,939.0
1,random,100,16,80,4,0.18000000000000002,140.0,914.0
2,hi_lo,100,14,80,6,0.17,340.0,934.0
3,ko,100,14,76,10,0.19,380.0,938.0
4,zen,100,6,88,6,0.09,180.0,918.0
5,ten,100,16,79,5,0.185,370.0,937.0
6,halves,100,17,81,2,0.18,360.0,936.0
7,uston,100,15,81,4,0.16999999999999998,190.0,919.0
