,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,100,18,74,8,0.22000000000000003,260.0,926.0
1,random,100,12,88,0,0.12,30.0,903.0
2,hi_lo,100,9,86,5,0.11500000000000002,230.0,923.0
3,ko,100,11,82,7,0.14500000000000002,290.0,929.0
4,zen,100,7,86,7,0.10500000000000002,210.0,921.0
5,ten,100,13,77,10,0.18000000000000002,360.0,936.0
6,halves,100,10,83,7,0.13499999999999998,270.0,927.0
7,uston,100,10,87,3,0.11500000000000002,20.0,902.0
