,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,582,280,138,0.651,7045.0,1604.5
1,random,1000,453,406,141,0.5235000000000001,4175.0,1317.5
2,hi_lo,1000,605,341,54,0.632,6665.0,1566.5
3,ko,1000,601,316,83,0.6425,6855.0,1585.5
4,zen,1000,596,331,73,0.6325000000000001,6630.0,1563.0
5,ten,1000,524,378,98,0.573,5080.0,1408.0
6,halves,1000,593,325,82,0.634,6645.0,1564.5
7,uston,1000,411,394,195,0.5085,3775.0,1277.5
