,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,611,275,114,0.6679999999999999,7630.0,1663.0
1,random,1000,474,386,140,0.5440000000000002,4310.0,1331.0
2,hi_lo,1000,585,340,75,0.6225,6375.0,1537.5
3,ko,1000,621,303,76,0.659,7285.0,1628.5
4,zen,1000,596,331,73,0.6325000000000001,6645.0,1564.5
5,ten,1000,537,360,103,0.5885000000000001,5455.0,1445.5
6,halves,1000,578,351,71,0.6135,6160.0,1516.0
7,uston,1000,407,393,200,0.507,3740.0,1274.0
