,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,492,369,139,0.5615,22190.0,1392.0
1,random,1000,414,463,123,0.4755,22205.0,1170.0
2,hi_lo,1000,514,423,63,0.5455,22560.0,1348.0
3,ko,1000,490,426,84,0.5320000000000001,22865.0,1309.0
4,zen,1000,507,415,78,0.546,23435.0,1354.0
5,ten,1000,484,428,88,0.5279999999999999,23850.0,1298.0
6,halves,1000,497,423,80,0.5369999999999999,24235.0,1322.5
7,uston,1000,379,469,152,0.45500000000000007,24435.0,1150.0
