,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,521,346,133,0.5875000000000001,5620.0,1462.0
1,random,1000,446,434,120,0.506,3850.0,1285.0
2,hi_lo,1000,517,410,73,0.5535,4655.0,1365.5
3,ko,1000,515,413,72,0.5509999999999999,4595.0,1359.5
4,zen,1000,511,418,71,0.5465,4515.0,1351.5
5,ten,1000,506,400,94,0.553,4590.0,1359.0
6,halves,1000,544,405,51,0.5695,5110.0,1411.0
7,uston,1000,413,435,152,0.489,3710.0,1271.0
