,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,515,364,121,0.5754999999999999,5415.0,1441.5
1,random,1000,432,441,127,0.49549999999999994,3600.0,1260.0
2,hi_lo,1000,525,403,72,0.561,4845.0,1384.5
3,ko,1000,502,421,77,0.5405000000000001,4320.0,1332.0
4,zen,1000,524,411,65,0.5565,4755.0,1375.5
5,ten,1000,516,413,71,0.5514999999999999,4610.0,1361.0
6,halves,1000,542,390,68,0.5759999999999998,5230.0,1423.0
7,uston,1000,373,458,169,0.4575,2490.0,1149.0
