,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,502,375,123,0.5635000000000001,5050.0,1405.0
1,random,1000,440,440,120,0.5,3940.0,1294.0
2,hi_lo,1000,518,408,74,0.5549999999999999,4690.0,1369.0
3,ko,1000,500,406,94,0.5469999999999999,4440.0,1344.0
4,zen,1000,508,411,81,0.5485000000000001,4520.0,1352.0
5,ten,1000,484,405,111,0.5395,4210.0,1321.0
6,halves,1000,512,406,82,0.553,4620.0,1362.0
7,uston,1000,404,432,164,0.48599999999999993,3640.0,1264.0
