,name,num_games,wins,losses,draws,win_likelhood,balance,batch_balance
0,bb,1000,509,361,130,0.5740000000000001,5185.0,1418.5
1,random,1000,406,461,133,0.47250000000000003,2880.0,1188.0
2,hi_lo,1000,520,410,70,0.5549999999999999,4700.0,1370.0
3,ko,1000,520,406,74,0.557,4740.0,1374.0
4,zen,1000,531,403,66,0.564,4920.0,1392.0
5,ten,1000,487,412,101,0.5375000000000001,4185.0,1318.5
6,halves,1000,509,411,80,0.549,4525.0,1352.5
7,uston,1000,403,442,155,0.48050000000000015,3530.0,1253.0
